name,lat,lon
KM 54.6,-33.6812453321744,-71.08021626629
KM 54.7,-33.6809108945435,-71.08119960237
KM 54.8,-33.6805764650527,-71.08221305315
KM 54.9,-33.6802333333333,-71.08321833333
KM 55,-33.6798816666666,-71.084265
KM 55.1,-33.6795571705217,-71.08524515715
KM 55.2,-33.6792110914918,-71.08628576339
KM 55.3,-33.6788805033914,-71.0872545084
KM 55.4,-33.67854178766,-71.08826564196
KM 55.5,-33.6782193268045,-71.08923762465
KM 55.6,-33.677888719202,-71.09021613111
KM 55.7,-33.6775608187999,-71.09119462593
KM 55.8,-33.6772573100281,-71.09212092274
KM 55.9,-33.6769185485646,-71.09311897478
KM 56,-33.67651,-71.09432166666
KM 56.1,-33.6761909442095,-71.09528213122
KM 56.2,-33.6758586785046,-71.09628069107
KM 56.3,-33.6755228517138,-71.09729207236
KM 56.4,-33.6751887892499,-71.09828634258
KM 56.5,-33.6748689531862,-71.09928701048
KM 56.6,-33.6745508886984,-71.10028766956
KM 56.7,-33.6742452762746,-71.10130755551
KM 56.8,-33.6739414307908,-71.10231674337
KM 56.9,-33.6736535911108,-71.10333232924
KM 57,-33.6733639764797,-71.10438425135
KM 57.1,-33.6730885753066,-71.10540623045
KM 57.2,-33.6728149589364,-71.1064709561
KM 57.3,-33.6725680003129,-71.10747580853
KM 57.4,-33.6723299371675,-71.10850844167
KM 57.5,-33.6720829741236,-71.10955389768
KM 57.6,-33.6718555727515,-71.11060147671
KM 57.7,-33.6716317253794,-71.11166615261
KM 57.8,-33.6714256483971,-71.11269233578
KM 57.9,-33.6712213490808,-71.11374202747
KM 58,-33.6710277272984,-71.11484302218
KM 58.1,-33.6708447547682,-71.11587773337
KM 58.2,-33.6706866630395,-71.11684616338
KM 58.3,-33.6705037027705,-71.11800271218
KM 58.4,-33.6703527259414,-71.1190331233
KM 58.5,-33.670201752022,-71.12011911274
KM 58.6,-33.6700667724599,-71.12116661243
KM 58.7,-33.6699335759383,-71.12227396373
KM 58.8,-33.6698128165,-71.12335138241
KM 58.9,-33.6697098312017,-71.12439458865
KM 59,-33.669608628001,-71.12549337357
KM 59.1,-33.6695180811107,-71.12655367475
KM 59.2,-33.6694328667628,-71.12763321007
KM 59.3,-33.6693600943593,-71.12870633107
KM 59.4,-33.6692883333333,-71.1298
KM 59.5,-33.6692358739407,-71.13086965862
KM 59.6,-33.6691916666666,-71.13194833333
KM 59.7,-33.6691383333333,-71.133005
KM 59.8,-33.6690983333333,-71.13407833333
KM 59.9,-33.6690683333333,-71.13517833333
KM 60,-33.66904,-71.13627666666
KM 60.1,-33.6690248805042,-71.13735317649
KM 60.2,-33.6690053962764,-71.13842199856
KM 60.3,-33.6690019162046,-71.13952074784
KM 60.4,-33.6690055407781,-71.14058956776
KM 60.5,-33.669009154831,-71.14162632259
KM 60.6,-33.6690252134532,-71.14266521891
KM 60.7,-33.669048382855,-71.14381099387
KM 60.8,-33.6690662419631,-71.14488199856
KM 60.9,-33.6691054023224,-71.145970059
KM 61,-33.6691463319566,-71.14705170732
KM 61.1,-33.6691836940674,-71.14811839094
KM 61.2,-33.6692406165558,-71.14921286545
KM 61.3,-33.6692993094846,-71.15025603841
KM 61.4,-33.6693651082572,-71.15135692923
KM 61.5,-33.6694326776708,-71.15241506891
KM 61.6,-33.669506,-71.153493
KM 61.7,-33.6695926941266,-71.15456983391
KM 61.8,-33.6696815828429,-71.15566645989
KM 61.9,-33.6697783333333,-71.15673666666
KM 62,-33.6698833333333,-71.15781166666
KM 62.1,-33.6699883333333,-71.15888666666
KM 62.2,-33.6701010971472,-71.15992686971
KM 62.3,-33.6702255226924,-71.16099145154
KM 62.4,-33.6703588340013,-71.16205817167
KM 62.5,-33.6704885799433,-71.16311634503
KM 62.6,-33.6706254285503,-71.16420231071
KM 62.7,-33.6707747229434,-71.16527759409
KM 62.8,-33.6709329052408,-71.16634005844
KM 62.9,-33.6710833333333,-71.16742333333
KM 63,-33.6712456810994,-71.16848637225
KM 63.1,-33.6713983333333,-71.169525
KM 63.2,-33.6715530943528,-71.17056643137
KM 63.3,-33.6717083333333,-71.17163166666
KM 63.4,-33.6718533333333,-71.17269166666
KM 63.5,-33.6720185834213,-71.17375389131
KM 63.6,-33.672169584318,-71.17478431884
KM 63.7,-33.6723347908372,-71.17589384852
KM 63.8,-33.6724893326116,-71.17692214712
KM 63.9,-33.6726420768632,-71.17798892637
KM 64,-33.6728037119245,-71.17903861078
KM 64.1,-33.672956437955,-71.18010539714
KM 64.2,-33.6731162672455,-71.18118715464
KM 64.3,-33.6732686582721,-71.18225748596
KM 64.4,-33.6734074829113,-71.18333192035
KM 64.5,-33.6735298483255,-71.18440852908
KM 64.6,-33.6736268345412,-71.18549379885
KM 64.7,-33.6737120146113,-71.18654359578
KM 64.8,-33.6737730142852,-71.18762018874
KM 64.9,-33.6738154188982,-71.18868783635
KM 65,-33.67384293855,-71.18977334539
KM 65.1,-33.6738555840249,-71.19084321453
KM 65.2,-33.673851492395,-71.19191084179
KM 65.3,-33.6738306544655,-71.19300079501
KM 65.4,-33.6737893451845,-71.19413093952
KM 65.5,-33.6737276260022,-71.19513822853
KM 65.6,-33.6736454004889,-71.19627951593
KM 65.7,-33.6735501878108,-71.19733368569
KM 65.8,-33.6734345322122,-71.19835657234
KM 65.9,-33.673301,-71.199421
KM 66,-33.673162,-71.200516
KM 66.1,-33.672983,-71.201594
KM 66.2,-33.672816,-71.202672
KM 66.3,-33.6726552976873,-71.20365398763
KM 66.4,-33.6724819426917,-71.20473265503
KM 66.5,-33.6723178819585,-71.2057912217
KM 66.6,-33.6721519618294,-71.20683191532
KM 66.7,-33.6719971800676,-71.20788377987
KM 66.8,-33.6718684013227,-71.20895799528
KM 66.9,-33.6717619226905,-71.21002328978
KM 67,-33.6716963196574,-71.21110424566
KM 67.1,-33.6716734598566,-71.21218299767
KM 67.2,-33.6716970526226,-71.21327518499
KM 67.3,-33.6717615537791,-71.21432050313
KM 67.4,-33.6718724812653,-71.2154283973
KM 67.5,-33.6720280385287,-71.21648272446
KM 67.6,-33.6722244911499,-71.21751922274
KM 67.7,-33.6724562448729,-71.21856468695
KM 67.8,-33.6726991515155,-71.2195945323
KM 67.9,-33.6729550648462,-71.22061769303
KM 68,-33.673197953158,-71.22164978293
KM 68.1,-33.6734371084094,-71.22269304302
KM 68.2,-33.673639060628,-71.22376754505
KM 68.3,-33.6737926870125,-71.22482414096
KM 68.4,-33.6738905389474,-71.22588515947
KM 68.5,-33.6739121539391,-71.2269751432
KM 68.6,-33.6738538309925,-71.22806728792
KM 68.7,-33.6737211658958,-71.22913255753
KM 68.8,-33.6735114778462,-71.23021050015
KM 68.9,-33.6732282616213,-71.23123541447
KM 69,-33.6728837313439,-71.2322111232
KM 69.1,-33.6724725862466,-71.2331579538
KM 69.2,-33.6719889557712,-71.2340969166
KM 69.3,-33.6714828336961,-71.23496530499
KM 69.4,-33.670934865058,-71.23582358431
KM 69.5,-33.6703701718885,-71.23665367732
KM 69.6,-33.6697903966362,-71.23749983317
KM 69.7,-33.6692206733746,-71.23832587606
KM 69.8,-33.6686358614451,-71.23917602738
KM 69.9,-33.6680678099265,-71.23998998201
KM 70,-33.6674980699994,-71.24081599169
KM 70.1,-33.6669082135302,-71.24167414853
KM 70.2,-33.6663300884304,-71.24250616033
KM 70.3,-33.6657653566991,-71.24332811961
KM 70.4,-33.665183863174,-71.24417217308
KM 70.5,-33.6646074008019,-71.2449961096
KM 70.6,-33.6640426510992,-71.24582004721
KM 70.7,-33.6634829298006,-71.24662789114
KM 70.8,-33.6628880128796,-71.24748395101
KM 70.9,-33.6623148639286,-71.24832393552
KM 71,-33.661743396561,-71.24914782131
KM 71.1,-33.6611668986673,-71.24997571269
KM 71.2,-33.6605920639162,-71.25080962851
KM 71.3,-33.6600172284836,-71.25163749997
KM 71.4,-33.6594407002144,-71.25248144687
KM 71.5,-33.6588608357125,-71.25330526753
KM 71.6,-33.6582776401303,-71.25410293045
KM 71.7,-33.6576447770498,-71.25493252737
KM 71.8,-33.657048026645,-71.25570232358
KM 71.9,-33.6564410547743,-71.2564352265
KM 72,-33.6557839518905,-71.25719834168
KM 72.1,-33.6551626610172,-71.25790558196
KM 72.2,-33.6544713464082,-71.25865033608
KM 72.3,-33.6537906588587,-71.25937838178
KM 72.4,-33.6531344815252,-71.26011492659
KM 72.5,-33.6525199563315,-71.26089960409
KM 72.6,-33.6519520329993,-71.26178852906
KM 72.7,-33.6514841690765,-71.26269160091
KM 72.8,-33.6510879443224,-71.2636769133
KM 72.9,-33.6507800876536,-71.2646903894
KM 73,-33.6505539494614,-71.2657079768
KM 73.1,-33.6503995000964,-71.26675170907
KM 73.2,-33.6502867144229,-71.26782354599
KM 73.3,-33.650208938945,-71.26890344437
KM 73.4,-33.6501428223434,-71.26999137187
KM 73.5,-33.6500933656992,-71.27108934028
KM 73.6,-33.6500689389512,-71.27216730594
KM 73.7,-33.6500429518964,-71.27315991058
KM 73.8,-33.650037151312,-71.27432069507
KM 73.9,-33.6500522188136,-71.27540930686
KM 74,-33.6500834732105,-71.27648405685
KM 74.1,-33.6501295291672,-71.27757303154
KM 74.2,-33.6501878896679,-71.27864683775
KM 74.3,-33.6502581592575,-71.27970101018
KM 74.4,-33.6503475889859,-71.28076931602
KM 74.5,-33.6504433613298,-71.28184328465
KM 74.6,-33.6505671337934,-71.28290953656
KM 74.7,-33.650700478287,-71.28396442416
KM 74.8,-33.6508515663373,-71.28501814357
KM 74.9,-33.6510102492438,-71.28607919413
KM 75,-33.6511780522252,-71.28714575081
KM 75.1,-33.651342790545,-71.28822145107
KM 75.2,-33.6515045079227,-71.28926788694
KM 75.3,-33.6516761676893,-71.29033446855
KM 75.4,-33.6518393789946,-71.29139006166
KM 75.5,-33.6520101917508,-71.29244749894
KM 75.6,-33.6521809611009,-71.29353420494
KM 75.7,-33.6523380469081,-71.29459711404
KM 75.8,-33.6524905561433,-71.29566001997
KM 75.9,-33.6526278226951,-71.29673021838
KM 76,-33.6527696593791,-71.29779128522
KM 76.1,-33.6528871286965,-71.29885048207
KM 76.2,-33.6530076138048,-71.299926148
KM 76.3,-33.6531163164904,-71.30101015053
KM 76.4,-33.6532094327324,-71.30206023034
KM 76.5,-33.6533024960592,-71.30314521171
KM 76.6,-33.6533858924744,-71.30420982049
KM 76.7,-33.6534571345586,-71.30530640058
KM 76.8,-33.6535139300975,-71.30633315421
KM 76.9,-33.653573044522,-71.30743262542
KM 77,-33.6536176570458,-71.30850589091
KM 77.1,-33.6536550020112,-71.30957624381
KM 77.2,-33.6536875184568,-71.31062913032
KM 77.3,-33.6536957904042,-71.31170233611
KM 77.4,-33.6537040328568,-71.31279008048
KM 77.5,-33.6537050194,-71.3138661781
KM 77.6,-33.6536987298932,-71.31494516981
KM 77.7,-33.6536754797196,-71.31602703124
KM 77.8,-33.6536318312516,-71.31710224212
KM 77.9,-33.6535427736426,-71.31816010451
KM 78,-33.6533960463953,-71.31923447195
KM 78.1,-33.6531801663004,-71.32029207509
KM 78.2,-33.652918198122,-71.3213274244
KM 78.3,-33.652640117629,-71.32233780717
KM 78.4,-33.6523758149892,-71.32338144696
KM 78.5,-33.6521737372201,-71.3244362874
KM 78.6,-33.6520477077564,-71.325507897
KM 78.7,-33.6520000592318,-71.32657967824
KM 78.8,-33.6520238643321,-71.32765713601
KM 78.9,-33.65212143198,-71.32873752504
KM 79,-33.6522628339886,-71.32979308179
KM 79.1,-33.6524180507537,-71.33085420493
KM 79.2,-33.6525755734501,-71.33190980613
KM 79.3,-33.652733,-71.332981
KM 79.4,-33.652894,-71.33405
KM 79.5,-33.6530549810101,-71.33509047621
KM 79.6,-33.6532147467858,-71.33616270776
KM 79.7,-33.6533698925781,-71.3372349373
KM 79.8,-33.6535043210263,-71.33827942387
KM 79.9,-33.6536179487411,-71.33935156972
KM 80,-33.6536923858427,-71.34041531663
KM 80.1,-33.6537390997871,-71.34150947166
KM 80.2,-33.6537581596204,-71.34258971706
KM 80.3,-33.6537472987068,-71.34363111836
KM 80.4,-33.6537040820797,-71.34471676288
KM 80.5,-33.6536332247314,-71.34578018145
KM 80.6,-33.653525426011,-71.34687120682
KM 80.7,-33.6533508101912,-71.34792884442
KM 80.8,-33.6531291028838,-71.34895018684
KM 80.9,-33.6528472056343,-71.34996618814
KM 81,-33.652508988292,-71.35095140948
KM 81.1,-33.6521108246227,-71.35193371138
KM 81.2,-33.6516735369435,-71.35286882421
KM 81.3,-33.6512173645497,-71.35382764069
KM 81.4,-33.6507890208108,-71.35473567092
KM 81.5,-33.650341186977,-71.35567692905
KM 81.6,-33.6499282668135,-71.35661480625
KM 81.7,-33.6494572283238,-71.35757579314
KM 81.8,-33.6489041318081,-71.3584086679
KM 81.9,-33.6482905677191,-71.35922394308
KM 82,-33.6476770180469,-71.36002758011
KM 82.1,-33.6470739228935,-71.36081329459
KM 82.2,-33.6464652473193,-71.36160858801
KM 82.3,-33.6458635384004,-71.36242070708
KM 82.4,-33.6452565920128,-71.36322228942
KM 82.5,-33.6446409037456,-71.3640154297
KM 82.6,-33.644032211306,-71.3648085764
KM 82.7,-33.6434235320493,-71.365591201
KM 82.8,-33.6428042843884,-71.36640952627
KM 82.9,-33.6422095966052,-71.36719216393
KM 83,-33.6415956152145,-71.36799576292
KM 83.1,-33.6409886552699,-71.36878465272
KM 83.2,-33.640383421635,-71.36958404694
KM 83.3,-33.6397887177336,-71.37036453724
KM 83.4,-33.6391747234282,-71.3711638862
KM 83.5,-33.6385623062194,-71.37196533105
KM 83.6,-33.6379815348925,-71.37277525686
KM 83.7,-33.6375370608679,-71.37370114412
KM 83.8,-33.6372936602847,-71.3747305633
KM 83.9,-33.6371586909811,-71.37579810083
KM 84,-33.6370307062083,-71.37686985676
KM 84.1,-33.6368922571642,-71.37791635962
KM 84.2,-33.6367432595493,-71.3789838473
KM 84.3,-33.6363945686277,-71.38001396849
KM 84.4,-33.635913332136,-71.3808706987
KM 84.5,-33.6354889063943,-71.38186446211
KM 84.6,-33.6352999435585,-71.38288188761
KM 84.7,-33.6352272153793,-71.38397633415
KM 84.8,-33.6350267000713,-71.38503048056
KM 84.9,-33.6345878160036,-71.38595240466
KM 85,-33.6339441621401,-71.38668462836
KM 85.1,-33.6332078267365,-71.38734052807
KM 85.2,-33.6325850203982,-71.3881144493
KM 85.3,-33.6321107159227,-71.38902119992
KM 85.4,-33.631786923429,-71.39001267274
KM 85.5,-33.6315653489001,-71.39104635517
KM 85.6,-33.6313380830027,-71.39208228936
KM 85.7,-33.6310994479329,-71.39312045885
KM 85.8,-33.6307662640689,-71.39411061568
KM 85.9,-33.6302855777037,-71.39503215127
KM 86,-33.6298030151147,-71.39594230268
KM 86.1,-33.6293071653895,-71.39686831581
KM 86.2,-33.6288151217661,-71.39778068906
KM 86.3,-33.6283249731428,-71.39868851192
KM 86.4,-33.6278461923913,-71.39958726494
KM 86.5,-33.6273484182343,-71.40051550225
KM 86.6,-33.6268734141655,-71.40141197336
KM 86.7,-33.6263832343532,-71.40232203064
KM 86.8,-33.6258930653989,-71.40322298571
KM 86.9,-33.625419910887,-71.40413079958
KM 87,-33.6249941143606,-71.40501601346
KM 87.1,-33.624490441813,-71.40603054577
KM 87.2,-33.6240456063233,-71.40696114752
KM 87.3,-33.6236120423673,-71.40793041106
KM 87.4,-33.6231860934587,-71.4088746843
KM 87.5,-33.6227714679114,-71.4098303538
KM 87.6,-33.6224097659118,-71.41081798999
KM 87.7,-33.6220764800093,-71.41178979447
KM 87.8,-33.6217279572046,-71.4128024585
KM 87.9,-33.6213870501089,-71.41379013806
KM 88,-33.6210385165616,-71.41480051178
KM 88.1,-33.6207013848393,-71.415785911
KM 88.2,-33.6203509421555,-71.41679626316
KM 88.3,-33.6200269791732,-71.41781123568
KM 88.4,-33.619869533669,-71.41884036603
KM 88.5,-33.6198671668343,-71.41992225694
KM 88.6,-33.6199159185022,-71.42099294412
KM 88.7,-33.6199760018804,-71.4220704873
KM 88.8,-33.6200379937643,-71.42313667401
KM 88.9,-33.6201032828593,-71.42421179052
KM 89,-33.6201331038138,-71.42528804861
KM 89.1,-33.6200179159831,-71.42636625536
KM 89.2,-33.6197215367298,-71.42741726722
KM 89.3,-33.6193528541428,-71.4283785587
KM 89.4,-33.6189902108118,-71.42933744351
KM 89.5,-33.6186140276903,-71.43033054351
KM 89.6,-33.6182171292132,-71.43129171751
KM 89.7,-33.6177518263578,-71.43222121883
KM 89.8,-33.6172529616972,-71.43310420441
KM 89.9,-33.6167558124212,-71.434000763
KM 90,-33.6162651019599,-71.43488960981
KM 90.1,-33.6157636110722,-71.43580414899
KM 90.2,-33.6152685786105,-71.43670325367
KM 90.3,-33.6147800186181,-71.43758178263
KM 90.4,-33.6142720425902,-71.43851170753
KM 90.5,-33.613813389276,-71.43942634617
KM 90.6,-33.6133910553995,-71.44038742239
KM 90.7,-33.6130417049206,-71.44129726672
KM 90.8,-33.6126833781209,-71.4423743523
KM 90.9,-33.6123852021759,-71.44338730692
KM 91,-33.6121148149337,-71.44442865072
KM 91.1,-33.6119237910697,-71.44543938151
KM 91.2,-33.6117583045988,-71.44652225377
KM 91.3,-33.6116335986928,-71.44757695466
KM 91.4,-33.6115301531671,-71.44869863811
KM 91.5,-33.6114354268873,-71.44975601091
KM 91.6,-33.6113428535582,-71.45080566928
KM 91.7,-33.6112460671884,-71.45182185434
KM 91.8,-33.6111470217272,-71.45288177814
KM 91.9,-33.6110522474341,-71.45394428786
KM 92,-33.6109465569204,-71.45508396207
KM 92.1,-33.6108475412511,-71.45612071722
KM 92.2,-33.6107462904518,-71.45719091735
KM 92.3,-33.6106535322413,-71.45828945484
KM 92.4,-33.6105587060042,-71.45938154913
KM 92.5,-33.6104497092636,-71.46045849893
KM 92.6,-33.6103222836665,-71.46151918332
KM 92.7,-33.6101036571451,-71.46257365933
KM 92.8,-33.6097681338009,-71.46359166715
KM 92.9,-33.6093487857647,-71.46454453402
KM 93,-33.6089144782909,-71.46547932711
KM 93.1,-33.6084831344202,-71.46642492298
KM 93.2,-33.608094081462,-71.46725181904
KM 93.3,-33.6076265738311,-71.46825848738
KM 93.4,-33.607186220715,-71.46920041932
KM 93.5,-33.6067398424215,-71.47014952465
KM 93.6,-33.6063024091917,-71.47111666061
KM 93.7,-33.6058500458852,-71.47205492552
KM 93.8,-33.6054096736427,-71.47299322002
KM 93.9,-33.6049723195491,-71.47392071259
KM 94,-33.60453190473,-71.47486978935
KM 94.1,-33.6040855129401,-71.47580802865
KM 94.2,-33.6036511104422,-71.47674630817
KM 94.3,-33.6032197008362,-71.47768458745
KM 94.4,-33.6027852363313,-71.47864085336
KM 94.5,-33.6023357963399,-71.47958624883
KM 94.6,-33.601895404709,-71.48051007137
KM 94.7,-33.6013966666666,-71.48158166666
KM 94.8,-33.60096320462,-71.48250871872
KM 94.9,-33.6005679102235,-71.4833858631
KM 95,-33.6001275115143,-71.48430243591
KM 95.1,-33.5996719908306,-71.48526215472
KM 95.2,-33.5992408153329,-71.48616509319
KM 95.3,-33.5987999999999,-71.48709499999
KM 95.4,-33.598379099212,-71.48802760692
KM 95.5,-33.597881006228,-71.48892919519
KM 95.6,-33.5972059493377,-71.48965376935
KM 95.7,-33.5964091964282,-71.490130538
KM 95.8,-33.5955559740503,-71.49037445729
KM 95.9,-33.5946591494005,-71.49051535733
KM 96,-33.5937976283309,-71.49081065303
KM 96.1,-33.5930045766597,-71.49137216762
KM 96.2,-33.5923275906582,-71.49205916339
KM 96.3,-33.5916370708145,-71.49278902278
KM 96.4,-33.590975726187,-71.49347604923
KM 96.5,-33.5902807583689,-71.49419513178
KM 96.6,-33.589636215689,-71.49493663503
KM 96.7,-33.5889935400651,-71.49563512433
KM 96.8,-33.5882607456594,-71.49627571162
KM 96.9,-33.5874358394077,-71.49673166114
KM 97,-33.5865710443458,-71.49707056142
KM 97.1,-33.58573794838,-71.49749819998
KM 97.2,-33.5849945817247,-71.49809975474
KM 97.3,-33.584335,-71.498865
KM 97.4,-33.5837150613864,-71.49962075513
KM 97.5,-33.5830671698503,-71.50039090334
KM 97.6,-33.582432479112,-71.50114001
KM 97.7,-33.5818009192371,-71.50189330234
KM 97.8,-33.5811674870214,-71.50266291496
KM 97.9,-33.5805071248848,-71.5034637225
KM 98,-33.5798970517226,-71.50421136146
KM 98.1,-33.5792859442981,-71.50501521389
KM 98.2,-33.5786851282893,-71.50585607381
KM 98.3,-33.5781105832307,-71.50667816791
KM 98.4,-33.5775092799985,-71.50750627722
KM 98.5,-33.5769380880291,-71.50829163497
KM 98.6,-33.576325814912,-71.50917755191
KM 98.7,-33.5757387877249,-71.51001124552
KM 98.8,-33.5751375338456,-71.51083465034
KM 98.9,-33.574561211818,-71.51165810019
KM 99,-33.5739860206469,-71.51246286316
KM 99.1,-33.5734220697555,-71.51329950698
KM 99.2,-33.5729403636978,-71.51419208402
KM 99.3,-33.5724911204887,-71.51514918026
KM 99.4,-33.5720318782018,-71.51610593306
KM 99.5,-33.5716027926968,-71.51700865956
KM 99.6,-33.5711809070397,-71.51794977175
KM 99.7,-33.5708770599632,-71.51896927743
KM 99.8,-33.5706343887434,-71.52001514117
KM 99.9,-33.5703981125969,-71.52105088381
KM 100,-33.5701525380441,-71.52207297911
KM 100.1,-33.5699238248334,-71.52310381888
KM 100.2,-33.5696777468963,-71.52413615322
KM 100.3,-33.5694355629055,-71.52517223655
KM 100.4,-33.5691933600444,-71.52621748789
KM 100.5,-33.5689731006176,-71.52725385809
KM 100.6,-33.5687201885787,-71.52830297221
KM 100.7,-33.568473825242,-71.52933506227
KM 100.8,-33.568231,-71.530387
KM 100.9,-33.5679879555862,-71.53143547092
KM 101,-33.5677486906146,-71.53246995667
KM 101.1,-33.5675172248188,-71.53349733931
KM 101.2,-33.5673044180677,-71.53441241195
KM 101.3,-33.5670251046543,-71.53564010063
KM 101.4,-33.5667798142237,-71.53664562106
KM 101.5,-33.5665456652696,-71.53769270466
KM 101.6,-33.5663117835224,-71.53872078476
KM 101.7,-33.5660676970979,-71.53976386853
KM 101.8,-33.5657817196585,-71.54079809713
KM 101.9,-33.5655325577282,-71.54183249867
KM 102,-33.5652878153731,-71.54288032776
KM 102.1,-33.5650453418438,-71.54391475054
KM 102.2,-33.5647961538178,-71.54494913401
KM 102.3,-33.5645491240175,-71.54600498361
KM 102.4,-33.5642976491844,-71.54705007659
KM 102.5,-33.5640506622999,-71.54808713457
KM 102.6,-33.5638170950775,-71.54911888977
KM 102.7,-33.5635745871797,-71.55014790895
KM 102.8,-33.5633276091086,-71.55117422043
KM 102.9,-33.5630918252299,-71.55219253014
KM 103,-33.5628336274971,-71.55322682372
KM 103.1,-33.5625866155657,-71.55425579859
KM 103.2,-33.5623350628768,-71.55530352463
KM 103.3,-33.5620835365904,-71.55634051446
KM 103.4,-33.561855,-71.557394
KM 103.5,-33.5616050378853,-71.55841727513
KM 103.6,-33.5613444550688,-71.55948103117
KM 103.7,-33.5611290949183,-71.56038672306
KM 103.8,-33.5608887114606,-71.56142105491
KM 103.9,-33.5606664169751,-71.56239108845
KM 104,-33.5604148317262,-71.56342803822
KM 104.1,-33.5601608942423,-71.56449716221
KM 104.2,-33.559901,-71.56555
KM 104.3,-33.55966,-71.5666
KM 104.4,-33.5594419501562,-71.56757057858
KM 104.5,-33.5592129312156,-71.56861630133
KM 104.6,-33.5589641642141,-71.56960432616
KM 104.7,-33.5587577964933,-71.57065151521
KM 104.8,-33.5588197666355,-71.57171891236
KM 104.9,-33.5591339974516,-71.57271919832
KM 105,-33.5595291434518,-71.57370425522
KM 105.1,-33.5601044711632,-71.57454631151
KM 105.2,-33.5607433437622,-71.57529954131
KM 105.3,-33.5612520313226,-71.57615351821
KM 105.4,-33.5616335935919,-71.57713563007
KM 105.5,-33.5620505702764,-71.5781049196
KM 105.6,-33.5626642122961,-71.57890455178
KM 105.7,-33.5633131955728,-71.57965517201
KM 105.8,-33.5638855037797,-71.58046369602
KM 105.9,-33.5643744701931,-71.58134988163
KM 106,-33.5648663019574,-71.58226124285
KM 106.1,-33.5653497434328,-71.5831590713
KM 106.2,-33.5658143887357,-71.58408576926
KM 106.3,-33.5660070588982,-71.58512140511
KM 106.4,-33.5660241037148,-71.58619786182
KM 106.5,-33.5660411306401,-71.58727431852
KM 106.6,-33.5660581481633,-71.588350775
KM 106.7,-33.5660764243119,-71.58942718828
KM 106.8,-33.5662464344357,-71.59048622573
KM 106.9,-33.5666960724084,-71.59143604401
KM 107,-33.5672999133375,-71.5922436823
KM 107.1,-33.5679153922329,-71.5930259631
KM 107.2,-33.5685285123752,-71.59380938337
KM 107.3,-33.5691386971411,-71.59461139614
KM 107.4,-33.5697382774367,-71.59541216939
KM 107.5,-33.5703588117304,-71.59620110218
KM 107.6,-33.5710788507625,-71.59687282593
KM 107.7,-33.5718392297955,-71.59744144139
KM 107.8,-33.5725920329855,-71.59803366352
KM 107.9,-33.5732019861841,-71.5987866753
KM 108,-33.5737233124285,-71.59966692396
KM 108.1,-33.5742462141678,-71.60052740663
KM 108.2,-33.574769555702,-71.6014092538
KM 108.3,-33.5752627233968,-71.60230173231
KM 108.4,-33.5757183842791,-71.60324204496
